postid,DateTime,timestamp,username,entity_type,PostLevel,stcode11,dtcode11,post_description,feed_pictures,feed_video,feed_news,feed_documents,experience_rating,priority,tot_agreed,tot_disagreed,Language,lat,lng,pinned,tot_comments,entity_name,entity_id,uid,profile_picture,stname,dtname,Title,tsv,post_description_en,categories
4195465131971696639,,1604053697000,Jaano Uttarakhand,0,State,5,-1,"प्रधानमंत्री @narendramodi ने आज गुजरात के केवडिया में समन्वित विकास कार्यक्रम के तहत विभिन्न परियोजनाओं --आरोग्य वन, आरोग्य कुटीर, एकता मॉल और बाल पोषण पार्क का उद्घाटन किया।

👉https://t.co/jMDBCfMepx

#RashtriyaEktaDiwas 
#EkBharatShreshthaBharat https://t.co/13oYgDe1Np
(Posted on Twitter by @PIBDehradun)","{https://pbs.twimg.com/media/Elkf1kHU4AAGV1z.jpg,https://pbs.twimg.com/media/Elkf1zOVcAEIGET.jpg,https://pbs.twimg.com/media/Elkf3fYVMAUMXTn.jpg}",,,,-1,,0,0,en,,,,,,,,,Uttarakhand,,,"'/13oygde1np':36A '/jmdbcfmepx':31A 'by':40A 'ekbharatshreshthabharat':33A 'jaano':42C 'narendramodi':2A 'on':38A 'pibdehradun':41A 'posted':37A 'rashtriyaektadiwas':32A 't.co':30A,35A 't.co/13oygde1np':34A 't.co/jmdbcfmepx':29A 'twitter':39A 'uttarakhand':43C 'आज':4A 'आरोग्य':16A,18A 'उद्घाटन':27A 'एकता':20A 'और':22A 'का':26A 'कार्यक्रम':11A 'किया':28A 'कुटीर':19A 'के':6A,12A 'केवडिया':7A 'गुजरात':5A 'तहत':13A 'ने':3A 'परियोजनाओं':15A 'पार्क':25A 'पोषण':24A 'प्रधानमंत्री':1A 'बाल':23A 'में':8A 'मॉल':21A 'वन':17A 'विकास':10A 'विभिन्न':14A 'समन्वित':9A","Prime Minister @narendramodi today inaugurated various projects - Arogya Forest, Arogya Kutir, Ekta Mall and Children's Nutrition Park under a coordinated development program in Kevadia, Gujarat.

👉https: //t.co/jMDBCfMepx

#RashtriyaEktaDiwas
#EkBharatShreshthaBharat https://t.co/13oYgDe1Np
(Posted on Twitter by @PIBDehradun)",Healthcare And Medicine
1448357813857662002,,1604053647000,Jaano Uttarakhand,0,State,5,-1,"Here are the highlights from PM @narendramodi’s interview with Economic times on India’s reform trajectory and economic growth. 

#AatmaNirbharBharat #TransformingIndia https://t.co/s6Hpn4uV5X
(Posted on Twitter by @PIBDehradun)","{https://pbs.twimg.com/media/EljNkPoU0AApdjh.jpg,https://pbs.twimg.com/media/EljNkPmVoAAF4Aq.jpg,https://pbs.twimg.com/media/EljNkPoU8AAdx3f.jpg}",,,,-1,,0,0,en,,,,,,,,,Uttarakhand,,,"'/s6hpn4uv5x':25A 'aatmanirbharbharat':21A 'and':18A 'are':2A 'by':29A 'economic':11A,19A 'from':5A 'growth':20A 'here':1A 'highlights':4A 'india':14A 'interview':9A 'jaano':31C 'narendramodi':7A 'on':13A,27A 'pibdehradun':30A 'pm':6A 'posted':26A 'reform':16A 's':8A,15A 't.co':24A 't.co/s6hpn4uv5x':23A 'the':3A 'times':12A 'trajectory':17A 'transformingindia':22A 'twitter':28A 'uttarakhand':32C 'with':10A","Here are the highlights from PM @narendramodi’s interview with Economic times on India’s reform trajectory and economic growth. 

#AatmaNirbharBharat #TransformingIndia https://t.co/s6Hpn4uV5X
(Posted on Twitter by @PIBDehradun)","Journalist, Writing And Translation"
3312723329830251472,,1604053590000,Jaano Mizoram,0,State,15,-1,"#IndiaFightsCorona:

📍Keep Calm and Mask On 

Don't pull down your mask😷, even while speaking❗
 
Why❓

➡️Tiny droplets get released while speaking, increasing risk of #COVID19 spread. 

#StaySafe #IndiaWillWin #Unite2FightCorona 
(Posted on Twitter by @PIBAizawl)",{https://pbs.twimg.com/media/ElkflksVoAAyJmY.jpg},,,,-1,,0,0,en,,,,,,,,,Mizoram,,,"'and':4A 'by':34A 'calm':3A 'covid19':26A 'don':7A 'down':10A 'droplets':18A 'even':13A 'get':19A 'increasing':23A 'indiafightscorona':1A 'indiawillwin':29A 'jaano':36C 'keep':2A 'mask':5A,12A 'mizoram':37C 'of':25A 'on':6A,32A 'pibaizawl':35A 'posted':31A 'pull':9A 'released':20A 'risk':24A 'speaking':15A,22A 'spread':27A 'staysafe':28A 't':8A 'tiny':17A 'twitter':33A 'unite2fightcorona':30A 'while':14A,21A 'why':16A 'your':11A","#IndiaFightsCorona:

📍Keep Calm and Mask On 

Don't pull down your mask😷, even while speaking❗
 
Why❓

➡️Tiny droplets get released while speaking, increasing risk of #COVID19 spread. 

#StaySafe #IndiaWillWin #Unite2FightCorona 
(Posted on Twitter by @PIBAizawl)","Journalist, Writing And Translation"
556353210489341504,,1604053536000,Jaano Bihar,0,State,10,-1,"#Unite2FightCorona 

#कोविड19 

➡️ भारत ने महत्वपूर्ण उपलब्धि हासिल की 

➡️ विवरण देखें https://t.co/AOkgrdakzo 
(Posted on Twitter by @PIB_Patna)","{https://pbs.twimg.com/media/ElkfYKTVcAERPhO.jpg,https://pbs.twimg.com/media/ElkfYKTVMAACyWe.jpg,https://pbs.twimg.com/media/ElkfYKWVMAEZw0M.jpg,https://pbs.twimg.com/media/ElkfYKWUcAAQqB9.jpg}",,,,-1,,0,0,en,,,,,,,,,Bihar,,,'/aokgrdakzo':13A 'bihar':21C 'by':17A 'jaano':20C 'on':15A 'patna':19A 'pib':18A 'posted':14A 't.co':12A 't.co/aokgrdakzo':11A 'twitter':16A 'unite2fightcorona':1A 'उपलब्धि':6A 'की':8A 'कोविड19':2A 'देखें':10A 'ने':4A 'भारत':3A 'महत्वपूर्ण':5A 'विवरण':9A 'हासिल':7A,"# Unite2FightCorona

#COVID-19

➡️ India achieved significant achievement

देखें See details https://t.co/AOkgrdakzo
(Posted on Twitter by @PIB_Patna)",Social Service
2420720925539919396,,1604053494000,Jaano Gujarat,0,State,24,-1,"Hon’ble Prime Minister Shri @narendramodi inaugurated world’s first ever technology driven Children Nutrition Park in kevadia near #StatueOfUnity 
(Posted on Twitter by @InfoGujarat)","{https://pbs.twimg.com/media/ElkfN_AVcAAo86O.jpg,https://pbs.twimg.com/media/ElkfN_DUcAAB6i-.jpg}",,,,-1,,0,0,en,,,,,,,,,Gujarat,,,'ble':2A 'by':24A 'children':14A 'driven':13A 'ever':11A 'first':10A 'gujarat':27C 'hon':1A 'in':17A 'inaugurated':7A 'infogujarat':25A 'jaano':26C 'kevadia':18A 'minister':4A 'narendramodi':6A 'near':19A 'nutrition':15A 'on':22A 'park':16A 'posted':21A 'prime':3A 's':9A 'shri':5A 'statueofunity':20A 'technology':12A 'twitter':23A 'world':8A,"Hon’ble Prime Minister Shri @narendramodi inaugurated world’s first ever technology driven Children Nutrition Park in kevadia near #StatueOfUnity 
(Posted on Twitter by @InfoGujarat)","Journalist, Writing And Translation"
4285306261141179204,,1604053484000,Jaano Mizoram,0,State,15,-1,"Prime Minister @narendramodi inaugurates Arogya Van, Arogya Kutir, Ekta Mall and Children Nutrition Park under Integrated Development of Kevadia in Gujarat

#RashtriyaEktaDiwas #EktaDiwas 

Details: https://t.co/YZoaSbRkNp
(Posted on Twitter by @PIBAizawl)",{},,,,-1,,0,0,en,,,,,,,,,Mizoram,,,"'/yzoasbrknp':27A 'and':11A 'arogya':5A,7A 'by':31A 'children':12A 'details':24A 'development':17A 'ekta':9A 'ektadiwas':23A 'gujarat':21A 'in':20A 'inaugurates':4A 'integrated':16A 'jaano':33C 'kevadia':19A 'kutir':8A 'mall':10A 'minister':2A 'mizoram':34C 'narendramodi':3A 'nutrition':13A 'of':18A 'on':29A 'park':14A 'pibaizawl':32A 'posted':28A 'prime':1A 'rashtriyaektadiwas':22A 't.co':26A 't.co/yzoasbrknp':25A 'twitter':30A 'under':15A 'van':6A","Prime Minister arenarendramodi inaugurates Arogya Van, Arogya Kutir, Ekta Mall and Children Nutrition Park under Integrated Development of Kevadia in Gujarat

#RashtriyaEktaDiwas #EktaDiwas

Details: https://t.co/YZoaSbRkNp
(Posted on Twitter by IPIBAizawl)",Healthcare And Medicine
1538128446209092072,,1604053442000,Jaano West Bengal,0,State,19,-1,"সরদার বল্লভভাই প্যাটেল সম্পর্কে আজকের কুইজের প্রশ্ন-

#RashtriyaEktaDiwas

@PIB_India @DDBanglaNews @airnews_kolkata @MIB_India @EduMinOfIndia 
(Posted on Twitter by @PIBKolkata)",{https://pbs.twimg.com/media/Elke-sOVgAAmSTg.jpg},,,,-1,,0,0,en,,,,,,,,,West Bengal,,,"'airnews':12A 'bengal':24C 'by':20A 'ddbanglanews':11A 'eduminofindia':16A 'india':10A,15A 'jaano':22C 'kolkata':13A 'mib':14A 'on':18A 'pib':9A 'pibkolkata':21A 'posted':17A 'rashtriyaektadiwas':8A 'twitter':19A 'west':23C 'আজকের':5A 'কুইজের':6A 'প্যাটেল':3A 'প্রশ্ন':7A 'বল্লভভাই':2A 'সম্পর্কে':4A 'সরদার':1A","Today's quiz question about Sardar Vallabhbhai Patel-

#RashtriyaEktaDiwas

IPIB_India @DDBanglaNews @airnews_kolkata @MIB_India @EduMinOfIndia
(Posted on Twitter by IPIBKolkata)","Journalist, Writing And Translation"
3394429688651662528,,1604053317000,Jaano Mizoram,0,State,15,-1,"#RashtriyaEktaDiwas 

✳️#SardarVallabhbhaiPatel, the 'Iron Man of India', was conferred 'Bharat Ratna' in the year 1991

▶️India will celebrate #NationalUnityDay to mark the144th birth anniversary of the Bharat Ratna tomorrow

Watch this space to learn interesting facts on Him. 
(Posted on Twitter by @PIBAizawl)",{https://pbs.twimg.com/media/Elkeir_VMAAAwio.jpg},,,,-1,,0,0,en,,,,,,,,,Mizoram,,,"'1991':15A 'anniversary':24A 'bharat':10A,27A 'birth':23A 'by':42A 'celebrate':18A 'conferred':9A 'facts':36A 'him':38A 'in':12A 'india':7A,16A 'interesting':35A 'iron':4A 'jaano':44C 'learn':34A 'man':5A 'mark':21A 'mizoram':45C 'nationalunityday':19A 'of':6A,25A 'on':37A,40A 'pibaizawl':43A 'posted':39A 'rashtriyaektadiwas':1A 'ratna':11A,28A 'sardarvallabhbhaipatel':2A 'space':32A 'the':3A,13A,26A 'the144th':22A 'this':31A 'to':20A,33A 'tomorrow':29A 'twitter':41A 'was':8A 'watch':30A 'will':17A 'year':14A","#RashtriyaEktaDiwas 

✳️#SardarVallabhbhaiPatel, the 'Iron Man of India', was conferred 'Bharat Ratna' in the year 1991

▶️India will celebrate #NationalUnityDay to mark the144th birth anniversary of the Bharat Ratna tomorrow

Watch this space to learn interesting facts on Him. 
(Posted on Twitter by @PIBAizawl)",Healthcare And Medicine
647320042461185922,,1604053297000,Jaano Uttar Pradesh,0,State,9,-1,"#UPRahatAyukt https://t.co/hgDptdG0dH
(Posted on Twitter by @rahat_up)",{},,,,-1,,0,0,en,,,,,,,,,Uttar Pradesh,,,'/hgdptdg0dh':4A 'by':8A 'jaano':11C 'on':6A 'posted':5A 'pradesh':13C 'rahat':9A 't.co':3A 't.co/hgdptdg0dh':2A 'twitter':7A 'up':10A 'uprahatayukt':1A 'uttar':12C,"#UPRahatAyukt https://t.co/hgDptdG0dH
(Posted on Twitter by @rahat_up)",Healthcare And Medicine
2511828451717900416,,1604053170000,Jaano Mizoram,0,State,15,-1,"#Unite2FightCorona #JanAndolanInMizoram https://t.co/EGbJXJMfPM
(Posted on Twitter by @PIBAizawl)",{},,,,-1,,0,0,en,,,,,,,,,Mizoram,,,'/egbjxjmfpm':5A 'by':9A 'jaano':11C 'janandolaninmizoram':2A 'mizoram':12C 'on':7A 'pibaizawl':10A 'posted':6A 't.co':4A 't.co/egbjxjmfpm':3A 'twitter':8A 'unite2fightcorona':1A,"#Unite2FightCorona #JanAndolanInMizoram https://t.co/EGbJXJMfPM
(Posted on Twitter by @PIBAizawl)",Healthcare And Medicine
1633928258418432410,,1604052993000,Jaano Amravati,0,District,27,503,"दिवंगत नेते,माजी राज्यपाल रा.सू.उर्फ दादासाहेब गवई यांच्या जयंतीनिमित्त पालकमंत्री @AdvYashomatiINC यांनी दारापूर येथे स्व. गवई यांच्या स्मृतीस्थळी पुष्प वाहून अभिवादन केले. 
न्यायमूर्ती भूषण गवई यांच्यासह उपस्थितांनीही स्वर्गीय रा.सु.गवई यांच्या स्मृतीस्थळी अभिवादन केले. 
(Posted on Twitter by @InfoAmravati)","{https://pbs.twimg.com/media/ElkdTFdUcAIoruI.jpg,https://pbs.twimg.com/media/ElkdTXtVkAAysoq.jpg,https://pbs.twimg.com/media/ElkdTrKU0AA9_Ou.jpg,https://pbs.twimg.com/media/ElkdT7YVoAAZW_Z.jpg}",,,,-1,,0,0,en,,,,,,,,,MAHARASHTRA,Amravati,,"'advyashomatiinc':13A 'amravati':44C 'by':41A 'infoamravati':42A 'jaano':43C 'on':39A 'posted':38A 'twitter':40A 'अभिवादन':23A,36A 'उपस्थितांनीही':29A 'उर्फ':7A 'केले':24A,37A 'गवई':9A,18A,27A,33A 'जयंतीनिमित्त':11A 'दादासाहेब':8A 'दारापूर':15A 'दिवंगत':1A 'नेते':2A 'न्यायमूर्ती':25A 'पालकमंत्री':12A 'पुष्प':21A 'भूषण':26A 'माजी':3A 'यांच्या':10A,19A,34A 'यांच्यासह':28A 'यांनी':14A 'येथे':16A 'रा':5A,31A 'राज्यपाल':4A 'वाहून':22A 'सु':32A 'सू':6A 'स्मृतीस्थळी':20A,35A 'स्व':17A 'स्वर्गीय':30A","Guardian Minister dAdvYashomatiINC on the occasion of the birth anniversary of the late leader, former Governor R.Su.Dadasaheb Gavai. Gavai was greeted with flowers at the memorial.
Justice Bhushan Gavai along with the audience also greeted at the memorial of late R.Su.Gavai.
(Posted on Twitter by nInfoAmravati)","Journalist, Writing And Translation"
